GESTFIPS,PRTAGE,PESEX,HRPOOR,HESS4,HESH4,HESHF4,HRFS12M1
53,30,2,2,-1,-1,-1,1
53,27,1,2,-1,-1,-1,1
53,27,2,2,-1,-1,-1,1
53,74,1,1,3,-1,-1,1
53,73,2,2,-1,-1,-1,1
53,36,2,2,3,2,-1,1
53,36,1,2,3,2,-1,1
53,13,2,2,3,2,-1,1
53,-1,-1,-1,-1,-1,-1,-1
53,26,2,2,-1,-1,-1,1
53,73,2,2,-1,-1,-1,1
53,36,1,2,-1,-1,-1,1
53,38,2,2,-1,-1,-1,1
53,25,1,2,-1,-1,-1,1
53,35,2,2,-1,-1,-1,1
53,62,2,2,2,2,-1,2
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,66,2,2,-1,-1,-1,1
53,68,1,2,-1,-1,-1,1
53,-1,-1,-1,-1,-1,-1,-1
53,43,1,-1,-1,-1,-1,-1
53,58,1,2,-1,-1,-1,1
53,36,1,1,2,2,-1,2
53,35,2,1,2,2,-1,2
53,11,2,1,2,2,-1,2
53,9,2,1,2,2,-1,2
53,6,2,1,2,2,-1,2
53,43,1,2,-1,-1,-1,1
53,34,2,2,-1,-1,-1,1
53,80,2,1,2,2,-1,1
53,40,1,2,-1,-1,-1,1
53,40,2,2,-1,-1,-1,1
53,68,1,2,-1,-1,-1,1
53,16,1,2,-1,-1,-1,1
53,15,1,2,-1,-1,-1,1
53,30,2,-1,-1,-1,-1,-1
53,11,2,-1,-1,-1,-1,-1
53,8,2,-1,-1,-1,-1,-1
53,4,2,-1,-1,-1,-1,-1
53,63,1,-1,-1,-1,-1,-1
53,35,1,-1,-1,-1,-1,-1
53,29,2,-1,-1,-1,-1,-1
53,29,1,1,3,-1,-1,1
53,34,2,1,3,-1,-1,1
53,-1,-1,-1,-1,-1,-1,-1
53,53,2,2,3,-1,-1,1
53,76,2,-1,-1,-1,-1,-1
53,74,2,2,-1,-1,-1,1
53,67,2,2,-1,-1,-1,1
53,79,1,2,-1,-1,-1,1
53,73,2,2,-1,-1,-1,1
53,67,2,1,3,-1,-1,1
53,-1,-1,-1,-1,-1,-1,-1
53,52,1,2,-1,-1,-1,1
53,53,2,2,-1,-1,-1,1
53,26,1,2,-1,-1,-1,1
53,25,2,2,-1,-1,-1,1
53,35,1,2,-1,-1,-1,1
53,42,1,1,3,-1,-1,1
53,44,2,1,3,-1,-1,1
53,11,1,1,3,-1,-1,1
53,3,1,1,3,-1,-1,1
53,63,2,1,3,-1,-1,1
53,30,1,2,-1,-1,-1,1
53,61,2,2,-1,-1,-1,1
53,71,2,1,3,-1,-1,1
53,59,1,2,-1,-1,-1,1
53,59,2,2,-1,-1,-1,1
53,55,1,2,-1,-1,-1,1
53,54,2,2,-1,-1,-1,1
53,18,2,2,-1,-1,-1,1
53,80,1,2,-1,-1,-1,1
53,80,2,2,-1,-1,-1,1
53,73,2,2,-1,-1,-1,1
53,74,1,2,-1,-1,-1,1
53,72,1,2,-1,-1,-1,1
53,68,1,2,-1,-1,-1,1
53,70,2,2,-1,-1,-1,1
53,32,1,2,-1,-1,-1,1
53,30,2,2,-1,-1,-1,1
53,3,1,2,-1,-1,-1,1
53,0,2,2,-1,-1,-1,1
53,47,1,2,-1,-1,-1,1
53,47,2,2,-1,-1,-1,1
53,85,2,1,3,-1,-1,1
53,21,2,2,3,-1,-1,1
53,36,1,2,3,-1,-1,1
53,1,1,2,3,-1,-1,1
53,-1,-1,-1,-1,-1,-1,-1
53,32,2,-1,-1,-1,-1,-1
53,12,2,-1,-1,-1,-1,-1
53,8,2,-1,-1,-1,-1,-1
53,2,2,-1,-1,-1,-1,-1
53,29,1,2,3,-1,-1,1
53,25,2,2,3,-1,-1,1
53,0,2,2,3,-1,-1,1
53,22,2,-1,-1,-1,-1,-1
53,43,1,-1,-1,-1,-1,-1
53,42,2,-1,-1,-1,-1,-1
53,18,2,-1,-1,-1,-1,-1
53,15,2,-1,-1,-1,-1,-1
53,14,2,-1,-1,-1,-1,-1
53,7,2,-1,-1,-1,-1,-1
53,3,1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1,-1
53,56,1,2,-1,-1,-1,1
53,54,2,2,-1,-1,-1,1
53,23,1,2,-1,-1,-1,1
53,24,1,2,-1,-1,-1,1
53,25,2,2,-1,-1,-1,1
55,85,2,2,-1,-1,-1,1
55,-1,-1,-1,-1,-1,-1,-1
55,68,1,-1,-1,-1,-1,-1
55,31,1,2,-1,-1,-1,1
55,30,2,2,-1,-1,-1,1
55,68,1,1,3,-1,-1,1
55,66,2,1,3,2,-1,1
55,57,1,1,3,-1,-1,1
55,78,2,1,3,-1,-1,1
55,52,1,2,-1,-1,-1,1
55,63,2,2,-1,-1,-1,1
55,36,1,2,-1,-1,-1,1
55,44,2,2,-1,-1,-1,1
55,56,1,2,-1,-1,-1,1
55,55,2,2,-1,-1,-1,1
55,62,1,2,-1,-1,-1,1
55,52,2,2,-1,-1,-1,1
55,2,1,2,-1,-1,-1,1
55,57,1,2,-1,-1,-1,1
55,77,2,2,-1,-1,-1,1
55,63,2,2,-1,-1,-1,1
55,63,1,2,-1,-1,-1,1
55,34,1,-1,-1,-1,-1,-1
55,11,2,-1,-1,-1,-1,-1
55,85,1,2,-1,-1,-1,1
55,80,2,2,-1,-1,-1,1
55,24,1,2,2,2,-1,2
55,85,2,1,3,-1,-1,1
55,78,1,2,-1,-1,-1,1
55,77,2,2,-1,-1,-1,1
55,75,1,2,-1,-1,-1,1
55,75,2,2,-1,-1,-1,1
55,33,2,1,3,-1,-1,1
55,33,1,1,3,-1,-1,1
55,3,1,1,3,-1,-1,1
55,41,2,2,-1,-1,-1,1
55,6,2,2,-1,-1,-1,1
55,32,1,1,3,-1,-1,1
55,58,1,2,2,2,-1,1
55,70,1,2,-1,-1,-1,1
55,70,2,2,-1,-1,-1,1
55,60,1,2,-1,-1,-1,1
55,61,1,2,-1,-1,-1,1
55,58,2,2,-1,-1,-1,1
55,28,2,2,-1,-1,-1,1
55,27,1,2,-1,-1,-1,1
55,30,2,2,-1,-1,-1,1
55,38,1,2,-1,-1,-1,1
55,8,1,2,-1,-1,-1,1
55,2,2,2,-1,-1,-1,1
55,31,1,2,-1,-1,-1,1
55,26,2,2,-1,-1,-1,1
55,68,1,1,3,-1,-1,1
55,66,2,1,3,-1,-1,1
55,30,1,-1,-1,-1,-1,-1
55,60,2,1,2,2,-1,1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,34,1,2,-1,-1,-1,1
55,31,2,2,-1,-1,-1,1
55,8,1,2,-1,-1,-1,1
55,5,2,2,-1,-1,-1,1
55,0,1,2,-1,-1,-1,1
55,54,1,2,-1,-1,-1,1
55,61,2,2,-1,-1,-1,1
55,57,2,-1,-1,-1,-1,-1
55,58,1,2,-1,-1,-1,1
55,53,2,2,-1,-1,-1,1
55,74,1,2,-1,-1,-1,1
55,33,1,2,-1,-1,-1,1
55,34,2,2,-1,-1,-1,1
55,55,2,2,-1,-1,-1,1
55,59,1,2,-1,-1,-1,1
55,46,1,-1,-1,-1,-1,-1
55,47,2,-1,-1,-1,-1,-1
55,38,2,1,3,2,-1,1
55,15,1,1,3,2,-1,1
55,8,2,1,3,2,-1,1
55,64,1,2,-1,-1,-1,1
55,61,2,2,-1,-1,-1,1
55,56,1,1,3,-1,-1,1
55,44,2,1,3,-1,-1,1
55,13,1,1,3,-1,-1,1
55,8,2,1,3,-1,-1,1
55,-1,-1,-1,-1,-1,-1,-1
55,66,2,2,3,-1,-1,1
55,47,1,2,-1,-1,-1,1
55,50,2,2,-1,-1,-1,1
55,18,2,2,-1,-1,-1,1
55,73,2,2,-1,-1,-1,1
55,62,2,1,3,-1,-1,1
55,61,1,1,3,-1,-1,1
55,36,2,-1,-1,-1,-1,-1
55,45,1,-1,-1,-1,-1,-1
55,48,2,-1,-1,-1,-1,-1
55,16,1,-1,-1,-1,-1,-1
55,11,2,-1,-1,-1,-1,-1
55,22,1,1,3,-1,-1,1
55,22,1,1,3,-1,-1,1
55,27,1,2,-1,-1,-1,1
55,27,2,2,-1,-1,-1,1
55,66,2,2,-1,-1,-1,1
55,65,2,2,-1,-1,-1,1
55,65,1,2,-1,-1,-1,1
55,33,1,2,-1,-1,-1,1
55,30,2,2,-1,-1,-1,1
55,67,2,2,-1,-1,-1,1
55,75,1,2,-1,-1,-1,1
55,52,1,2,-1,-1,-1,1
55,51,2,2,-1,-1,-1,1
55,57,1,2,3,-1,-1,1
55,64,2,2,3,-1,-1,1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,68,2,2,-1,-1,-1,1
55,85,2,-1,-1,-1,-1,-1
55,65,2,2,3,-1,-1,1
55,23,1,2,3,-1,-1,1
55,47,1,2,-1,-1,-1,1
55,45,2,2,-1,-1,-1,1
55,11,1,2,-1,-1,-1,1
55,8,2,2,-1,-1,-1,1
55,45,1,2,-1,-1,-1,1
55,45,2,2,-1,-1,-1,1
55,12,1,2,-1,-1,-1,1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,61,1,2,-1,-1,-1,1
55,56,2,2,-1,-1,-1,1
55,60,2,2,-1,-1,-1,1
55,61,1,2,-1,-1,-1,1
55,-1,-1,-1,-1,-1,-1,-1
55,69,2,2,-1,-1,-1,1
55,44,1,2,-1,-1,-1,1
55,50,2,2,-1,-1,-1,1
55,17,2,2,-1,-1,-1,1
55,22,1,2,-1,-1,-1,1
55,23,1,2,-1,-1,-1,1
55,69,2,2,-1,-1,-1,1
55,27,1,2,-1,-1,-1,1
55,80,1,1,3,-1,-1,1
55,64,1,2,-1,-1,-1,1
55,54,2,2,-1,-1,-1,1
55,22,2,2,-1,-1,-1,1
55,70,2,1,3,-1,-1,1
55,77,1,1,3,-1,-1,1
55,85,1,-1,-1,-1,-1,-1
55,76,2,-1,-1,-1,-1,-1
55,71,2,1,3,-1,-1,1
55,71,2,1,3,-1,-1,1
55,64,2,2,2,2,-1,1
55,85,2,1,2,2,-1,2
55,34,1,1,3,-1,-1,1
55,42,2,1,3,-1,-1,1
55,62,1,1,3,-1,-1,1
55,30,2,1,2,2,-1,2
55,38,1,1,2,2,-1,2
55,4,2,1,2,2,-1,2
55,1,1,1,2,2,-1,2
55,70,1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1
55,85,2,-1,-1,-1,-1,-1
55,65,1,2,-1,-1,-1,1
55,65,2,2,-1,-1,-1,1
55,55,2,2,-1,-1,-1,1
55,55,1,2,-1,-1,-1,1
55,21,2,2,-1,-1,-1,1
55,78,2,2,-1,-1,-1,1
55,77,1,2,-1,-1,-1,1
55,56,2,2,-1,-1,-1,1
55,56,1,2,-1,-1,-1,1
55,71,2,2,-1,-1,-1,1
55,71,1,2,-1,-1,-1,1
55,78,2,1,3,-1,-1,1
55,58,2,2,-1,-1,-1,1
55,77,1,2,-1,-1,-1,1
55,57,2,2,-1,-1,-1,1
55,52,1,2,-1,-1,-1,1
55,74,1,2,-1,-1,-1,1
55,66,2,1,3,-1,-1,1
55,67,1,1,3,-1,-1,1
55,27,2,2,-1,-1,-1,1
55,27,1,2,-1,-1,-1,1
55,64,2,2,-1,-1,-1,1
55,-1,-1,-1,-1,-1,-1,-1
55,36,1,-1,-1,-1,-1,-1
55,33,2,-1,-1,-1,-1,-1
55,5,1,-1,-1,-1,-1,-1
55,6,1,-1,-1,-1,-1,-1
55,7,1,-1,-1,-1,-1,-1
55,8,1,-1,-1,-1,-1,-1
55,9,1,-1,-1,-1,-1,-1
55,49,1,-1,-1,-1,-1,-1
55,39,2,-1,-1,-1,-1,-1
55,85,2,2,-1,-1,-1,1
55,80,1,1,3,-1,-1,1
55,57,1,2,-1,-1,-1,1
55,54,2,2,-1,-1,-1,1
55,68,1,2,-1,-1,-1,1
55,67,2,2,-1,-1,-1,1
55,85,2,1,3,-1,-1,1
55,34,1,2,-1,-1,-1,1
55,33,2,2,-1,-1,-1,1
55,5,1,2,-1,-1,-1,1
55,61,1,2,3,-1,-1,1
55,63,2,2,3,-1,-1,1
55,47,1,2,2,2,-1,1
55,48,2,2,2,2,-1,1
55,58,1,2,-1,-1,-1,1
55,58,2,2,-1,-1,-1,1
55,21,2,1,3,-1,-1,1
55,3,2,1,3,-1,-1,1
55,0,1,1,3,-1,-1,1
55,42,1,2,-1,-1,-1,1
56,32,2,1,3,-1,-1,1
56,27,2,1,3,-1,-1,1
56,-1,-1,-1,-1,-1,-1,-1
56,-1,-1,-1,-1,-1,-1,-1
56,-1,-1,-1,-1,-1,-1,-1
56,-1,-1,-1,-1,-1,-1,-1
56,-1,-1,-1,-1,-1,-1,-1
56,-1,-1,-1,-1,-1,-1,-1
56,70,2,1,2,2,-1,1
56,66,1,1,2,2,-1,1
56,80,2,1,2,2,-1,1
56,-1,-1,-1,-1,-1,-1,-1
56,72,2,2,-1,-1,-1,1
56,73,1,2,-1,-1,-1,1
56,-1,-1,-1,-1,-1,-1,-1
56,-1,-1,-1,-1,-1,-1,-1
56,72,2,2,-1,-1,-1,1
56,77,1,2,-1,-1,-1,1
56,71,1,-1,-1,-1,-1,-1
56,71,2,-1,-1,-1,-1,-1
56,35,1,2,-1,-1,-1,1
56,34,2,2,-1,-1,-1,1
56,4,1,2,-1,-1,-1,1
56,1,1,2,-1,-1,-1,1
56,70,2,2,-1,-1,-1,1
56,74,1,2,-1,-1,-1,1
56,-1,-1,-1,-1,-1,-1,-1
56,61,2,-1,-1,-1,-1,-1
56,56,1,-1,-1,-1,-1,-1
56,68,1,-1,-1,-1,-1,-1
56,70,2,-1,-1,-1,-1,-1
56,37,2,-1,-1,-1,-1,-1
56,34,1,2,-1,-1,-1,1
56,37,1,1,3,-1,-1,1
56,32,2,1,3,-1,-1,1
56,11,1,1,3,-1,-1,1
56,9,1,1,3,-1,-1,1
56,7,1,1,3,-1,-1,1
56,5,1,1,3,-1,-1,1
56,36,2,-1,-1,-1,-1,-1
56,33,1,-1,-1,-1,-1,-1
56,5,2,-1,-1,-1,-1,-1
56,2,2,-1,-1,-1,-1,-1
56,61,2,-1,-1,-1,-1,-1
56,67,1,-1,-1,-1,-1,-1
56,62,1,2,-1,-1,-1,1
56,60,2,2,-1,-1,-1,1
56,75,1,2,-1,-1,-1,1
56,75,2,2,-1,-1,-1,1
56,63,2,2,-1,-1,-1,1
56,-1,-1,-1,-1,-1,-1,-1
56,80,1,2,-1,-1,-1,1
56,79,2,2,-1,-1,-1,1
56,61,1,2,-1,-1,-1,1
56,28,2,2,-1,-1,-1,1
56,-1,-1,-1,-1,-1,-1,-1
56,-1,-1,-1,-1,-1,-1,-1
56,69,1,2,-1,-1,-1,1
56,43,1,-1,-1,-1,-1,-1
56,43,2,-1,-1,-1,-1,-1
56,17,1,-1,-1,-1,-1,-1
56,15,2,-1,-1,-1,-1,-1
56,34,2,2,3,-1,-1,1
56,35,1,-1,-1,-1,-1,-1
56,57,1,1,1,1,1,3
56,41,1,2,2,1,2,3
56,48,2,2,2,1,2,3
56,63,1,2,-1,-1,-1,1
56,54,2,2,-1,-1,-1,1
56,28,1,2,-1,-1,-1,1
56,62,1,-1,-1,-1,-1,-1
56,60,2,-1,-1,-1,-1,-1
56,-1,-1,-1,-1,-1,-1,-1
56,-1,-1,-1,-1,-1,-1,-1
56,-1,-1,-1,-1,-1,-1,-1
56,43,2,2,2,1,2,3
56,19,1,2,2,1,2,3
56,14,2,2,2,1,2,3
56,-1,-1,-1,-1,-1,-1,-1
56,34,1,-1,-1,-1,-1,-1
56,67,1,2,-1,-1,-1,1
56,65,2,2,-1,-1,-1,1
56,53,2,2,3,2,-1,1
56,57,1,2,3,2,-1,1
56,24,1,2,3,2,-1,1
56,66,2,2,-1,-1,-1,1
56,62,1,2,-1,-1,-1,1
56,44,1,-1,-1,-1,-1,-1
56,80,2,1,2,2,-1,1
56,21,2,-1,-1,-1,-1,-1
56,32,1,-1,-1,-1,-1,-1
56,59,2,2,-1,-1,-1,1
56,60,1,2,-1,-1,-1,1
56,-1,-1,-1,-1,-1,-1,-1
56,58,1,2,3,-1,-1,1
56,62,2,2,3,-1,-1,1
56,-1,-1,-1,-1,-1,-1,-1
56,67,1,-1,-1,-1,-1,-1
56,31,2,2,3,-1,-1,1
56,32,1,2,3,-1,-1,1
56,2,2,2,3,-1,-1,1
2,66,2,2,-1,-1,-1,1
2,69,1,2,-1,-1,-1,1
2,66,1,2,-1,-1,-1,1
2,48,2,2,-1,-1,-1,1
2,18,2,2,-1,-1,-1,1
2,51,1,2,-1,-1,-1,1
2,-1,-1,-1,-1,-1,-1,-1
2,47,1,2,-1,-1,-1,1
2,11,1,2,-1,-1,-1,1
2,46,1,2,-1,-1,-1,1
2,42,2,2,-1,-1,-1,1
2,16,1,2,-1,-1,-1,1
2,37,1,2,-1,-1,-1,1
2,34,2,2,-1,-1,-1,1
2,16,2,2,-1,-1,-1,1
2,6,2,2,-1,-1,-1,1
2,30,1,-1,-1,-1,-1,-1
2,28,2,-1,-1,-1,-1,-1
2,22,2,-1,-1,-1,-1,-1
2,22,2,-1,-1,-1,-1,-1
2,56,1,2,-1,-1,-1,1
2,-1,-1,-1,-1,-1,-1,-1
2,50,2,2,-1,-1,-1,1
2,63,1,2,-1,-1,-1,1
2,45,2,2,-1,-1,-1,1
2,9,2,2,-1,-1,-1,1
2,3,1,2,-1,-1,-1,1
2,-1,-1,-1,-1,-1,-1,-1
2,52,2,2,-1,-1,-1,1
2,-1,-1,-1,-1,-1,-1,-1
2,46,2,2,-1,-1,-1,1
2,26,1,2,-1,-1,-1,1
2,70,2,1,3,-1,-1,1
2,55,2,2,3,-1,-1,1
2,51,1,2,3,-1,-1,1
2,-1,-1,-1,-1,-1,-1,-1
2,-1,-1,-1,-1,-1,-1,-1
2,-1,-1,-1,-1,-1,-1,-1
2,38,2,1,3,-1,-1,1
2,58,2,1,3,-1,-1,1
2,58,1,1,3,-1,-1,1
2,55,2,1,3,-1,-1,1
2,61,1,1,3,-1,-1,1
2,22,1,1,3,-1,-1,1
2,35,2,2,-1,-1,-1,1
4,17,1,1,3,-1,-1,1
4,12,1,1,3,-1,-1,1
4,7,2,1,3,-1,-1,1
4,43,1,1,3,-1,-1,1
4,41,2,1,3,-1,-1,1
4,56,1,2,-1,-1,-1,1
4,57,2,2,-1,-1,-1,1
4,21,1,2,-1,-1,-1,1
4,52,2,2,-1,-1,-1,1
4,29,1,2,-1,-1,-1,1
4,37,2,2,-1,-1,-1,1
4,37,1,2,-1,-1,-1,1
4,4,2,2,-1,-1,-1,1
4,9,1,2,-1,-1,-1,1
4,75,1,2,-1,-1,-1,1
4,36,1,2,-1,-1,-1,1
4,68,1,2,-1,-1,-1,1
4,67,2,2,-1,-1,-1,1
4,30,2,2,-1,-1,-1,1
4,33,1,2,-1,-1,-1,1
4,80,1,2,3,-1,-1,1
4,74,1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1
4,62,1,-1,-1,-1,-1,-1
4,50,1,1,3,-1,-1,1
4,21,2,1,3,-1,-1,1
4,85,2,-1,-1,-1,-1,-1
4,75,1,2,-1,-1,-1,1
4,72,2,2,-1,-1,-1,1
4,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1
5,68,2,-1,-1,-1,-1,-1
5,61,1,-1,-1,-1,-1,-1
5,22,2,-1,-1,-1,-1,-1
5,21,1,-1,-1,-1,-1,-1
5,41,2,-1,-1,-1,-1,-1
5,46,1,-1,-1,-1,-1,-1
5,22,1,-1,-1,-1,-1,-1
5,11,1,-1,-1,-1,-1,-1
5,9,2,-1,-1,-1,-1,-1
5,36,1,-1,-1,-1,-1,-1
5,38,2,-1,-1,-1,-1,-1
5,4,2,-1,-1,-1,-1,-1
5,1,1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1
5,48,1,2,-1,-1,-1,1
5,40,2,2,-1,-1,-1,1
5,17,2,2,-1,-1,-1,1
5,16,2,2,-1,-1,-1,1
5,14,1,2,-1,-1,-1,1
5,-1,-1,-1,-1,-1,-1,-1
5,75,2,-1,-1,-1,-1,-1
5,62,1,-1,-1,-1,-1,-1
5,70,2,2,-1,-1,-1,1
5,69,1,2,-1,-1,-1,1
5,58,1,2,-1,-1,-1,1
5,67,2,2,-1,-1,-1,1
5,85,2,-1,-1,-1,-1,-1
5,67,1,-1,-1,-1,-1,-1
5,65,2,-1,-1,-1,-1,-1
5,39,1,-1,-1,-1,-1,-1
5,31,2,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1
5,54,2,2,-1,-1,-1,1
5,65,1,2,-1,-1,-1,1
5,60,1,2,-1,-1,-1,1
5,60,2,2,-1,-1,-1,1
5,70,1,2,1,2,-1,1
5,68,2,2,1,2,-1,1
5,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1
5,58,2,2,3,-1,-1,1
5,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1
5,55,2,2,-1,-1,-1,1
5,-1,-1,-1,-1,-1,-1,-1
5,60,1,1,3,2,-1,1
5,56,2,1,3,2,-1,1
5,68,2,2,-1,-1,-1,1
5,77,1,2,-1,-1,-1,1
5,66,2,2,-1,-1,-1,1
5,80,1,2,-1,-1,-1,1
5,80,2,2,-1,-1,-1,1
5,31,2,1,3,-1,-1,1
5,12,1,1,3,-1,-1,1
5,10,1,1,3,-1,-1,1
5,9,2,1,3,-1,-1,1
5,7,2,1,3,-1,-1,1
5,5,1,1,3,-1,-1,1
5,4,1,1,3,-1,-1,1
5,3,1,1,3,-1,-1,1
5,59,1,2,-1,-1,-1,1
5,85,2,2,-1,-1,-1,1
5,47,1,2,1,2,-1,1
5,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1
5,54,2,2,3,-1,-1,1
5,51,1,2,3,-1,-1,1
5,13,1,2,3,-1,-1,1
5,-1,-1,-1,-1,-1,-1,-1
5,85,2,-1,-1,-1,-1,-1
5,62,2,-1,-1,-1,-1,-1
5,80,2,1,3,-1,-1,1
5,60,1,1,3,-1,-1,1
5,-1,-1,-1,-1,-1,-1,-1
5,58,1,1,3,-1,-1,1
5,38,1,2,3,2,-1,1
5,15,1,2,3,2,-1,1
5,13,1,2,3,2,-1,1
5,-1,-1,-1,-1,-1,-1,-1
5,74,2,1,-3,-1,-1,-9
5,80,2,1,3,-1,-1,1
5,42,2,2,2,2,-1,2
5,53,1,2,2,2,-1,2
5,15,2,2,2,2,-1,2
5,67,2,1,3,-1,-1,1
5,69,1,1,3,-1,-1,1
5,70,1,2,-1,-1,-1,1
5,55,2,2,2,1,2,3
5,16,2,2,2,1,2,3
5,25,1,2,-1,-1,-1,1
5,-1,-1,-1,-1,-1,-1,-1
5,47,1,2,-1,-1,-1,1
5,-1,-1,-1,-1,-1,-1,-1
5,76,2,2,-1,-1,-1,1
5,36,2,2,-1,-1,-1,1
5,37,2,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1
5,39,1,1,3,-1,-1,1
5,25,2,1,3,-1,-1,1
5,-1,-1,-1,-1,-1,-1,-1
5,24,2,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1
5,29,2,2,-1,-1,-1,1
5,28,1,2,-1,-1,-1,1
5,-1,-1,-1,-1,-1,-1,-1
5,51,2,2,3,-1,-1,1
5,48,1,2,3,-1,-1,1
5,52,1,2,-1,-1,-1,1
5,50,2,2,-1,-1,-1,1
5,53,2,1,3,-1,-1,1
5,15,2,1,3,-1,-1,1
5,20,2,2,-1,-1,-1,1
5,61,2,1,3,-1,-1,1
5,56,1,2,1,1,2,3
5,61,1,-1,-1,-1,-1,-1
5,67,2,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1
5,35,1,2,-1,-1,-1,1
5,63,2,2,-1,-1,-1,1
5,-1,-1,-1,-1,-1,-1,-1
15,63,2,2,-1,-1,-1,1
15,65,1,2,-1,-1,-1,1
15,37,1,2,3,-1,-1,1
15,35,2,2,3,-1,-1,1
15,11,2,2,3,-1,-1,1
15,8,1,2,3,-1,-1,1
15,-1,-1,-1,-1,-1,-1,-1
15,52,2,1,3,2,-1,1
15,85,2,2,-1,-1,-1,1
15,71,1,2,-1,-1,-1,1
15,68,2,2,-1,-1,-1,1
15,-1,-1,-1,-1,-1,-1,-1
15,51,2,2,-1,-1,-1,1
15,55,1,2,-1,-1,-1,1
15,6,2,2,-1,-1,-1,1
15,-1,-1,-1,-1,-1,-1,-1
15,70,2,2,-1,-1,-1,1
15,85,1,2,-1,-1,-1,1
15,13,2,2,-1,-1,-1,1
15,-1,-1,-1,-1,-1,-1,-1
15,-1,-1,-1,-1,-1,-1,-1
15,-1,-1,-1,-1,-1,-1,-1
15,-1,-1,-1,-1,-1,-1,-1
15,67,2,-1,-1,-1,-1,-1
15,60,1,2,-1,-1,-1,1
15,59,2,2,-1,-1,-1,1
15,54,1,2,-1,-1,-1,1
15,49,2,2,-1,-1,-1,1
15,9,2,2,-1,-1,-1,1
15,85,1,2,-1,-1,-1,1
15,-1,-1,-1,-1,-1,-1,-1
15,-1,-1,-1,-1,-1,-1,-1
15,-1,-1,-1,-1,-1,-1,-1
15,57,2,2,-1,-1,-1,1
15,67,1,2,-1,-1,-1,1
15,27,2,2,-1,-1,-1,1
15,29,1,2,-1,-1,-1,1
15,34,2,2,-1,-1,-1,1
15,13,1,2,-1,-1,-1,1
15,12,2,2,-1,-1,-1,1
15,6,2,2,-1,-1,-1,1
15,75,1,2,-1,-1,-1,1
15,63,1,2,-1,-1,-1,1
15,34,2,2,-1,-1,-1,1
15,85,2,-1,-1,-1,-1,-1
15,60,1,-1,-1,-1,-1,-1
15,55,1,1,3,2,-1,1
15,30,2,1,3,2,-1,1
15,3,2,1,3,2,-1,1
15,85,2,1,3,2,-1,1
15,64,1,1,1,1,2,3
15,32,2,2,-1,-1,-1,1
15,48,1,2,-1,-1,-1,1
15,-1,-1,-1,-1,-1,-1,-1
15,20,2,2,2,2,-1,2
15,22,1,2,2,2,-1,2
15,23,1,2,2,2,-1,2
15,22,2,2,2,2,-1,2
15,61,1,2,-1,-1,-1,1
