GESTFIPS,PRTAGE,PESEX,HRPOOR,HESS4,HESH4,HESHF4,HRFS12M1
1,29,1,2,3,-1,-1,1
1,40,1,2,-1,-1,-1,1
1,23,2,-1,-1,-1,-1,-1
1,27,1,-1,-1,-1,-1,-1
1,6,2,-1,-1,-1,-1,-1
1,2,1,-1,-1,-1,-1,-1
1,0,1,-1,-1,-1,-1,-1
1,47,1,2,-1,-1,-1,1
1,50,2,2,-1,-1,-1,1
1,43,2,-1,-1,-1,-1,-1
1,26,1,-1,-1,-1,-1,-1
1,2,1,-1,-1,-1,-1,-1
1,78,2,2,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,55,2,-1,-1,-1,-1,-1
1,58,1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,61,2,-1,-1,-1,-1,-1
1,64,2,-1,-1,-1,-1,-1
1,64,1,-1,-1,-1,-1,-1
1,41,2,-1,-1,-1,-1,-1
1,32,1,-1,-1,-1,-1,-1
1,32,2,-1,-1,-1,-1,-1
1,32,1,-1,-1,-1,-1,-1
1,32,2,-1,-1,-1,-1,-1
1,52,1,-1,-1,-1,-1,-1
1,56,2,-1,-1,-1,-1,-1
1,29,1,-1,-1,-1,-1,-1
1,56,2,2,3,-1,-1,1
1,31,2,2,3,-1,-1,1
1,75,1,2,3,-1,-1,1
1,0,2,2,3,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,69,1,-1,-1,-1,-1,-1
1,71,2,-1,-1,-1,-1,-1
1,38,1,-1,-1,-1,-1,-1
1,51,2,-1,-1,-1,-1,-1
1,1,1,-1,-1,-1,-1,-1
1,2,1,-1,-1,-1,-1,-1
1,3,1,-1,-1,-1,-1,-1
1,46,2,-1,-1,-1,-1,-1
1,3,1,-1,-1,-1,-1,-1
1,5,1,-1,-1,-1,-1,-1
1,5,1,-1,-1,-1,-1,-1
1,6,1,-1,-1,-1,-1,-1
1,7,1,-1,-1,-1,-1,-1
1,63,1,-1,-1,-1,-1,-1
1,57,2,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,64,2,2,3,-1,-1,1
1,25,1,-1,-1,-1,-1,-1
1,40,2,-1,-1,-1,-1,-1
1,44,1,-1,-1,-1,-1,-1
1,22,2,-1,-1,-1,-1,-1
1,20,1,-1,-1,-1,-1,-1
1,48,1,-1,-1,-1,-1,-1
1,75,2,2,1,2,-1,3
1,41,2,2,-1,-1,-1,1
1,33,1,2,-1,-1,-1,1
1,13,2,2,-1,-1,-1,1
1,9,2,2,-1,-1,-1,1
1,58,1,2,-1,-1,-1,1
1,53,1,2,-1,-1,-1,1
1,37,2,2,-1,-1,-1,1
1,41,1,2,1,1,2,3
1,14,1,2,1,1,2,3
1,-1,-1,-1,-1,-1,-1,-1
1,70,1,1,-2,-1,-1,1
1,67,2,1,-2,-1,-1,1
1,52,1,2,-1,-1,-1,1
1,49,2,2,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,48,1,-1,-1,-1,-1,-1
1,23,1,-1,-1,-1,-1,-1
1,22,2,-1,-1,-1,-1,-1
1,20,1,1,2,2,-1,1
1,21,2,1,2,2,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,65,2,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,57,2,-1,-1,-1,-1,-1
1,31,2,-1,-1,-1,-1,-1
1,44,1,-1,-1,-1,-1,-1
1,6,1,-1,-1,-1,-1,-1
1,7,1,-1,-1,-1,-1,-1
1,9,2,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,52,2,-1,-1,-1,-1,-1
1,50,1,-1,-1,-1,-1,-1
1,62,1,2,-1,-1,-1,1
1,59,2,2,-1,-1,-1,1
1,45,1,-1,-1,-1,-1,-1
1,65,2,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,55,2,2,-1,-1,-1,1
1,58,1,2,-1,-1,-1,1
1,62,2,2,-1,-1,-1,1
1,57,1,2,-1,-1,-1,1
1,41,2,2,-1,-1,-1,1
1,75,2,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,59,2,2,-1,-1,-1,1
1,74,1,2,-1,-1,-1,1
1,34,1,2,-1,-1,-1,1
1,19,1,2,-1,-1,-1,1
1,74,2,2,-1,-1,-1,1
1,74,1,2,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,68,1,2,-1,-1,-1,1
1,54,2,2,-1,-1,-1,1
1,17,1,2,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,48,1,2,-1,-1,-1,1
1,48,2,2,-1,-1,-1,1
1,18,1,2,-1,-1,-1,1
1,13,2,2,-1,-1,-1,1
1,76,1,-1,-1,-1,-1,-1
1,80,2,-1,-1,-1,-1,-1
1,22,1,1,2,2,-1,2
1,30,1,1,2,2,-1,2
1,-1,-1,-1,-1,-1,-1,-1
1,24,1,-1,-1,-1,-1,-1
1,24,2,-1,-1,-1,-1,-1
1,42,2,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,35,1,2,-1,-1,-1,1
1,34,2,2,-1,-1,-1,1
1,1,2,2,-1,-1,-1,1
1,0,2,2,-1,-1,-1,1
1,42,1,2,-1,-1,-1,1
1,37,2,2,-1,-1,-1,1
1,7,2,2,-1,-1,-1,1
1,34,1,2,-1,-1,-1,1
1,27,2,2,-1,-1,-1,1
1,37,1,2,-1,-1,-1,1
1,36,2,2,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,74,2,-1,-1,-1,-1,-1
1,40,1,-1,-1,-1,-1,-1
1,85,1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,29,2,2,-1,-1,-1,1
1,34,2,2,-1,-1,-1,1
1,63,1,2,-1,-1,-1,1
1,64,2,2,-1,-1,-1,1
1,35,2,-1,-1,-1,-1,-1
1,46,1,2,-1,-1,-1,1
1,52,1,1,3,-1,-1,1
1,38,2,1,3,-1,-1,1
1,28,2,1,3,-1,-1,1
1,42,2,2,-1,-1,-1,1
1,34,1,2,-1,-1,-1,1
1,34,2,2,-1,-1,-1,1
1,5,2,2,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,46,1,2,-1,-1,-1,1
1,40,2,2,-1,-1,-1,1
1,18,2,2,-1,-1,-1,1
1,16,1,2,-1,-1,-1,1
1,61,1,2,-1,-1,-1,1
1,60,1,2,2,2,-1,1
1,62,2,2,2,2,-1,1
1,34,1,2,2,2,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,67,2,-1,-1,-1,-1,-1
1,65,1,-1,-1,-1,-1,-1
1,63,2,-1,-1,-1,-1,-1
1,58,1,2,-1,-1,-1,1
1,49,2,2,-1,-1,-1,1
1,25,1,2,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,53,1,-1,-1,-1,-1,-1
1,51,2,-1,-1,-1,-1,-1
1,28,2,-1,-1,-1,-1,-1
1,26,1,-1,-1,-1,-1,-1
1,3,1,-1,-1,-1,-1,-1
1,1,1,-1,-1,-1,-1,-1
1,24,2,-1,-1,-1,-1,-1
1,25,1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,38,2,1,3,-1,-1,1
1,57,1,1,3,-1,-1,1
1,17,2,1,3,-1,-1,1
1,33,2,-1,-1,-1,-1,-1
1,27,1,-1,-1,-1,-1,-1
1,11,2,-1,-1,-1,-1,-1
1,10,2,-1,-1,-1,-1,-1
1,24,2,-1,-1,-1,-1,-1
1,79,1,-1,-1,-1,-1,-1
1,17,1,-1,-1,-1,-1,-1
1,1,1,-1,-1,-1,-1,-1
1,74,1,-1,-1,-1,-1,-1
1,74,2,-1,-1,-1,-1,-1
1,23,1,-1,-1,-1,-1,-1
1,19,2,-1,-1,-1,-1,-1
1,54,2,-1,-1,-1,-1,-1
1,62,1,-1,-1,-1,-1,-1
1,28,1,-1,-1,-1,-1,-1
1,34,1,2,-1,-1,-1,1
1,44,1,2,-1,-1,-1,1
1,46,2,2,-1,-1,-1,1
1,25,2,-1,-1,-1,-1,-1
1,42,1,1,3,-1,-1,1
1,24,1,-1,-1,-1,-1,-1
1,23,1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,40,1,-1,-1,-1,-1,-1
1,35,2,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,77,2,2,-1,-1,-1,1
1,78,1,2,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,75,2,-1,-1,-1,-1,-1
1,78,2,2,-1,-1,-1,1
1,40,2,-1,-1,-1,-1,-1
1,44,1,-1,-1,-1,-1,-1
1,8,1,-1,-1,-1,-1,-1
1,6,1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,23,2,2,3,2,-1,2
1,7,2,2,3,2,-1,2
1,4,2,2,3,2,-1,2
1,1,2,2,3,2,-1,2
1,25,2,2,-1,-1,-1,1
1,70,2,2,-1,-1,-1,1
1,72,1,2,-1,-1,-1,1
1,54,2,-1,-1,-1,-1,-1
1,42,1,-1,-1,-1,-1,-1
1,72,2,2,-1,-1,-1,1
1,75,1,2,-1,-1,-1,1
1,49,1,2,-1,-1,-1,1
1,46,2,2,-1,-1,-1,1
1,19,2,2,-1,-1,-1,1
1,15,1,2,-1,-1,-1,1
1,28,1,-1,-1,-1,-1,-1
1,66,1,-1,-1,-1,-1,-1
1,66,2,-1,-1,-1,-1,-1
1,80,2,2,-1,-1,-1,1
1,61,2,-1,-1,-1,-1,-1
1,60,1,-1,-1,-1,-1,-1
1,41,1,-1,-1,-1,-1,-1
1,29,2,-1,-1,-1,-1,-1
1,3,1,-1,-1,-1,-1,-1
1,3,1,-1,-1,-1,-1,-1
1,5,1,-1,-1,-1,-1,-1
1,20,2,-1,-1,-1,-1,-1
1,2,2,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,53,2,2,1,1,1,3
1,60,1,2,1,1,1,3
1,41,2,2,3,2,-1,1
1,23,2,2,3,2,-1,1
1,21,1,2,3,2,-1,1
1,19,1,2,3,2,-1,1
1,2,2,2,3,2,-1,1
1,62,1,2,-1,-1,-1,1
1,54,2,2,-1,-1,-1,1
1,40,2,1,2,2,-1,2
1,13,2,1,2,2,-1,2
1,76,2,1,3,-1,-1,1
1,73,2,2,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,23,1,1,3,-1,-1,1
1,55,2,1,3,-1,-1,1
1,62,2,2,-1,-1,-1,1
1,51,2,2,-1,-1,-1,1
1,53,1,2,-1,-1,-1,1
1,20,1,2,-1,-1,-1,1
1,20,2,2,-1,-1,-1,1
1,73,2,2,-1,-1,-1,1
1,53,2,2,3,-1,-1,1
1,56,1,2,3,-1,-1,1
1,70,1,-1,-1,-1,-1,-1
1,69,2,-1,-1,-1,-1,-1
1,46,2,2,1,2,-1,2
1,51,1,2,1,2,-1,2
1,12,1,2,1,2,-1,2
1,8,1,2,1,2,-1,2
1,23,1,2,1,2,-1,2
1,72,1,2,-1,-1,-1,1
1,44,1,2,-1,-1,-1,1
1,42,2,2,-1,-1,-1,1
1,12,2,2,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,58,1,2,-1,-1,-1,1
1,63,2,2,-1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,49,1,1,3,-1,-1,1
1,52,1,1,3,-1,-1,1
1,-1,-1,-1,-1,-1,-1,-1
9,-1,-1,-1,-1,-1,-1,-1
9,37,1,-1,-1,-1,-1,-1
9,37,2,-1,-1,-1,-1,-1
9,59,1,2,-1,-1,-1,1
9,54,2,2,-1,-1,-1,1
9,22,2,2,-1,-1,-1,1
9,67,1,2,-1,-1,-1,1
9,74,2,2,-1,-1,-1,1
9,31,1,2,-1,-1,-1,1
9,80,1,2,-1,-1,-1,1
9,44,2,2,-1,-1,-1,1
9,46,1,2,-1,-1,-1,1
9,7,2,2,-1,-1,-1,1
9,3,1,2,-1,-1,-1,1
9,56,1,-1,-1,-1,-1,-1
9,57,2,-1,-1,-1,-1,-1
9,34,1,1,2,2,-1,2
9,34,2,1,2,2,-1,2
9,14,1,1,2,2,-1,2
9,12,1,1,2,2,-1,2
9,11,1,1,2,2,-1,2
9,7,2,1,2,2,-1,2
9,80,2,2,-1,-1,-1,1
9,85,1,2,-1,-1,-1,1
9,39,1,-1,-1,-1,-1,-1
9,42,2,-1,-1,-1,-1,-1
9,18,2,-1,-1,-1,-1,-1
9,16,1,-1,-1,-1,-1,-1
9,15,1,-1,-1,-1,-1,-1
9,14,1,-1,-1,-1,-1,-1
9,4,2,-1,-1,-1,-1,-1
9,73,1,-1,-1,-1,-1,-1
9,64,2,2,-1,-1,-1,1
9,66,1,2,-1,-1,-1,1
9,62,2,-1,-1,-1,-1,-1
9,80,2,1,3,-1,-1,1
9,51,1,2,3,2,-1,1
9,41,2,2,3,2,-1,1
9,13,2,2,3,2,-1,1
9,11,1,2,3,2,-1,1
9,9,1,2,3,2,-1,1
9,3,2,2,3,2,-1,1
9,51,2,2,-1,-1,-1,1
9,23,2,2,-1,-1,-1,1
9,19,1,2,-1,-1,-1,1
9,77,1,2,-1,-1,-1,1
9,77,1,2,-1,-1,-1,1
9,78,1,2,-1,-1,-1,1
9,80,1,2,-1,-1,-1,1
9,67,1,2,-1,-1,-1,1
9,65,2,2,-1,-1,-1,1
9,78,1,2,-1,-1,-1,1
9,85,1,2,-1,-1,-1,1
9,80,1,2,-1,-1,-1,1
9,77,2,2,-1,-1,-1,1
9,45,1,-1,-1,-1,-1,-1
9,37,2,-1,-1,-1,-1,-1
9,8,2,-1,-1,-1,-1,-1
9,6,1,-1,-1,-1,-1,-1
9,64,1,1,3,-1,-1,1
9,36,2,2,-1,-1,-1,1
9,16,1,2,-1,-1,-1,1
9,14,2,2,-1,-1,-1,1
9,49,1,1,2,2,-1,1
9,16,2,1,2,2,-1,1
9,14,1,1,2,2,-1,1
9,51,1,2,-1,-1,-1,1
9,48,2,2,-1,-1,-1,1
9,26,1,2,-1,-1,-1,1
9,24,1,2,-1,-1,-1,1
9,20,2,2,-1,-1,-1,1
9,50,1,-1,-1,-1,-1,-1
9,20,1,-1,-1,-1,-1,-1
9,20,1,2,-1,-1,-1,1
9,57,2,2,3,-1,-1,1
9,50,2,2,3,-1,-1,1
9,24,1,1,3,2,-1,2
9,85,2,-1,-1,-1,-1,-1
9,-1,-1,-1,-1,-1,-1,-1
9,64,1,2,-1,-1,-1,1
9,60,2,2,-1,-1,-1,1
9,37,2,2,-1,-1,-1,1
9,33,2,2,-1,-1,-1,1
9,65,1,1,3,-1,-1,1
9,33,1,2,-1,-1,-1,1
9,33,2,2,-1,-1,-1,1
9,0,2,2,-1,-1,-1,1
9,54,1,-1,-1,-1,-1,-1
9,54,2,-1,-1,-1,-1,-1
9,15,1,-1,-1,-1,-1,-1
9,17,1,-1,-1,-1,-1,-1
9,72,2,2,-1,-1,-1,1
9,73,1,2,-1,-1,-1,1
9,-1,-1,-1,-1,-1,-1,-1
9,56,1,-1,-1,-1,-1,-1
9,56,2,-1,-1,-1,-1,-1
9,51,2,2,3,-1,-1,1
9,22,1,2,3,-1,-1,1
9,18,2,2,3,-1,-1,1
9,17,2,2,3,-1,-1,1
9,68,1,2,-1,-1,-1,1
9,63,2,2,-1,-1,-1,1
9,24,1,2,-1,-1,-1,1
9,27,1,2,-1,-1,-1,1
9,85,2,2,-1,-1,-1,1
9,50,1,-1,-1,-1,-1,-1
9,80,2,-1,-1,-1,-1,-1
9,-1,-1,-1,-1,-1,-1,-1
9,70,2,2,-1,-1,-1,1
9,80,1,2,-1,-1,-1,1
9,80,1,2,-1,-1,-1,1
9,63,1,2,-1,-1,-1,1
9,62,2,2,-1,-1,-1,1
9,23,2,2,-1,-1,-1,1
9,57,1,-1,-1,-1,-1,-1
9,51,2,-1,-1,-1,-1,-1
9,18,1,-1,-1,-1,-1,-1
9,20,2,-1,-1,-1,-1,-1
9,66,1,1,3,-1,-1,1
9,-1,-1,-1,-1,-1,-1,-1
9,80,2,-1,-1,-1,-1,-1
9,80,1,-1,-1,-1,-1,-1
9,55,2,2,-1,-1,-1,1
9,23,1,2,-1,-1,-1,1
9,60,1,-1,-1,-1,-1,-1
9,25,1,-1,-1,-1,-1,-1
9,16,2,-1,-1,-1,-1,-1
9,39,2,-1,-1,-1,-1,-1
9,62,1,2,-1,-1,-1,1
9,60,2,2,-1,-1,-1,1
9,23,1,2,-1,-1,-1,1
9,27,2,2,-1,-1,-1,1
9,53,2,2,-1,-1,-1,1
9,59,1,2,1,2,-1,2
9,62,2,2,1,2,-1,2
9,57,2,2,-1,-1,-1,1
9,-1,-1,-1,-1,-1,-1,-1
9,52,2,2,-1,-1,-1,1
9,54,1,2,-1,-1,-1,1
9,23,1,2,-1,-1,-1,1
9,32,2,1,3,-1,-1,1
9,39,1,1,3,-1,-1,1
9,4,1,1,3,-1,-1,1
9,3,1,1,3,-1,-1,1
9,1,2,1,3,-1,-1,1
9,-1,-1,-1,-1,-1,-1,-1
9,59,2,1,2,2,-1,1
9,33,1,1,2,2,-1,1
9,-1,-1,-1,-1,-1,-1,-1
9,-1,-1,-1,-1,-1,-1,-1
9,53,1,-1,-1,-1,-1,-1
9,38,2,-1,-1,-1,-1,-1
9,18,1,-1,-1,-1,-1,-1
9,13,1,-1,-1,-1,-1,-1
9,19,1,-1,-1,-1,-1,-1
9,67,2,2,-1,-1,-1,1
9,72,1,2,-1,-1,-1,1
9,70,2,2,-1,-1,-1,1
9,63,1,2,-1,-1,-1,1
9,85,2,2,-1,-1,-1,1
9,63,1,2,-1,-1,-1,1
9,62,2,2,-1,-1,-1,1
9,29,2,2,-1,-1,-1,1
9,26,1,2,-1,-1,-1,1
9,57,2,-1,-1,-1,-1,-1
9,16,2,-1,-1,-1,-1,-1
9,67,1,2,3,-1,-1,1
9,66,2,2,3,-1,-1,1
9,58,1,1,3,-1,-1,1
9,55,1,1,3,-1,-1,1
9,19,2,2,-1,-1,-1,1
9,51,1,2,-1,-1,-1,1
9,48,2,2,-1,-1,-1,1
9,14,2,2,-1,-1,-1,1
9,60,1,2,-1,-1,-1,1
9,77,1,2,-1,-1,-1,1
9,39,1,2,-1,-1,-1,1
9,33,2,2,-1,-1,-1,1
9,29,2,2,-1,-1,-1,1
9,32,1,2,-1,-1,-1,1
9,5,2,2,-1,-1,-1,1
9,0,1,2,-1,-1,-1,1
9,26,1,2,-1,-1,-1,1
9,62,1,2,-1,-1,-1,1
9,60,2,2,-1,-1,-1,1
9,58,2,1,3,-1,-1,1
9,71,2,1,3,-1,-1,1
9,42,2,1,3,1,2,2
9,47,1,1,3,1,2,2
9,17,2,1,3,1,2,2
9,14,2,1,3,1,2,2
9,8,1,1,3,1,2,2
9,3,1,1,3,1,2,2
9,-1,-1,-1,-1,-1,-1,-1
10,37,1,2,-1,-1,-1,1
10,55,2,1,3,-1,-1,1
10,29,1,1,3,-1,-1,1
10,65,1,-1,-1,-1,-1,-1
10,62,2,-1,-1,-1,-1,-1
10,78,2,-1,-1,-1,-1,-1
10,37,1,-1,-1,-1,-1,-1
10,56,2,-1,-1,-1,-1,-1
10,51,1,-1,-1,-1,-1,-1
10,66,1,1,3,-1,-1,1
10,85,2,1,3,-1,-1,1
10,58,2,2,-1,-1,-1,1
10,61,1,2,-1,-1,-1,1
10,34,2,2,-1,-1,-1,1
10,36,1,2,-1,-1,-1,1
10,6,2,2,-1,-1,-1,1
10,1,1,2,-1,-1,-1,1
10,49,1,2,-1,-1,-1,1
10,48,1,2,3,2,-1,2
10,45,1,2,3,2,-1,2
10,19,2,2,3,2,-1,2
10,20,1,2,3,2,-1,2
10,65,1,1,3,-1,-1,1
10,-1,-1,-1,-1,-1,-1,-1
10,35,1,2,-1,-1,-1,1
10,36,2,2,-1,-1,-1,1
10,48,1,-1,-1,-1,-1,-1
10,41,2,-1,-1,-1,-1,-1
10,6,1,-1,-1,-1,-1,-1
10,3,2,-1,-1,-1,-1,-1
10,31,1,2,3,2,-1,3
10,31,2,2,3,2,-1,3
10,8,1,2,3,2,-1,3
10,60,2,2,-1,-1,-1,1
10,68,2,2,-1,-1,-1,1
10,80,1,2,-1,-1,-1,1
10,85,2,2,-1,-1,-1,1
10,62,2,-1,-1,-1,-1,-1
10,66,1,-1,-1,-1,-1,-1
10,76,2,1,2,2,-1,1
10,33,2,2,-1,-1,-1,1
10,44,2,1,3,-1,-1,1
10,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1
10,30,1,2,-1,-1,-1,1
10,27,2,2,-1,-1,-1,1
10,41,1,2,-1,-1,-1,1
10,57,1,-1,-1,-1,-1,-1
10,43,1,-1,-1,-1,-1,-1
10,59,2,2,-1,-1,-1,1
10,59,1,2,-1,-1,-1,1
10,66,2,2,-1,-1,-1,1
10,67,1,2,-1,-1,-1,1
10,34,1,2,-1,-1,-1,1
10,80,1,2,-1,-1,-1,1
10,80,2,2,-1,-1,-1,1
10,47,1,2,3,-1,-1,1
10,48,2,2,3,-1,-1,1
10,21,2,2,3,-1,-1,1
10,16,2,2,3,-1,-1,1
10,12,1,2,3,-1,-1,1
10,61,2,2,1,2,-1,3
10,75,1,2,1,2,-1,3
10,59,1,-1,-1,-1,-1,-1
10,55,2,2,-1,-1,-1,1
10,55,2,2,-1,-1,-1,1
10,33,1,2,-1,-1,-1,1
10,31,2,2,-1,-1,-1,1
10,10,1,2,-1,-1,-1,1
10,62,2,2,-1,-1,-1,1
10,30,1,2,-1,-1,-1,1
10,85,2,-1,-1,-1,-1,-1
10,79,2,-1,-1,-1,-1,-1
10,78,1,1,3,-1,-1,1
10,59,2,2,-1,-1,-1,1
10,62,1,2,-1,-1,-1,1
10,37,1,2,-1,-1,-1,1
10,24,2,2,-1,-1,-1,1
10,39,1,2,-1,-1,-1,1
10,40,2,2,-1,-1,-1,1
10,9,2,2,-1,-1,-1,1
10,6,2,2,-1,-1,-1,1
10,80,1,2,-1,-1,-1,1
10,31,2,2,1,1,2,3
10,8,1,2,1,1,2,3
10,37,1,2,1,1,2,3
10,4,1,2,1,1,2,3
10,76,1,2,-1,-1,-1,1
10,76,2,2,-1,-1,-1,1
10,70,2,2,-1,-1,-1,1
10,72,1,2,-1,-1,-1,1
10,77,1,2,-1,-1,-1,1
10,59,1,2,-1,-1,-1,1
10,66,1,2,-1,-1,-1,1
10,67,2,2,-1,-1,-1,1
10,85,1,-1,-1,-1,-1,-1
10,80,2,-1,-1,-1,-1,-1
10,60,2,2,3,-1,-1,1
10,58,1,2,-1,-1,-1,1
10,69,1,2,-1,-1,-1,1
10,67,2,2,-1,-1,-1,1
10,71,2,2,-1,-1,-1,1
10,38,1,2,-1,-1,-1,1
10,38,2,2,-1,-1,-1,1
10,28,2,2,-1,-1,-1,1
10,29,1,2,-1,-1,-1,1
10,70,2,1,3,-1,-1,1
10,59,2,1,3,-1,-1,1
10,50,1,1,3,-1,-1,1
10,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1
10,56,2,2,-1,-1,-1,1
10,56,1,2,-1,-1,-1,1
10,-1,-1,-1,-1,-1,-1,-1
10,64,1,2,-1,-1,-1,1
10,64,2,2,-1,-1,-1,1
10,-1,-1,-1,-1,-1,-1,-1
10,74,2,1,3,-1,-1,1
10,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1
10,69,1,2,-1,-1,-1,1
10,46,2,2,-1,-1,-1,1
10,63,1,1,3,-1,-1,1
10,65,2,1,3,-1,-1,1
10,78,1,2,-1,-1,-1,1
10,76,2,2,-1,-1,-1,1
10,-1,-1,-1,-1,-1,-1,-1
10,70,2,2,3,-1,-1,1
10,62,2,2,-1,-1,-1,1
10,60,1,2,-1,-1,-1,1
10,35,2,2,-1,-1,-1,1
10,7,1,2,-1,-1,-1,1
10,58,2,1,3,-1,-1,1
10,40,1,2,-1,-1,-1,1
10,39,2,2,-1,-1,-1,1
10,5,1,2,-1,-1,-1,1
10,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1
11,32,1,2,-1,-1,-1,1
11,32,2,2,-1,-1,-1,1
11,29,1,2,-1,-1,-1,1
11,-1,-1,-1,-1,-1,-1,-1
11,28,2,2,-1,-1,-1,1
11,29,2,2,-1,-1,-1,1
11,-1,-1,-1,-1,-1,-1,-1
11,31,1,2,-1,-1,-1,1
11,34,2,2,-1,-1,-1,1
11,62,2,2,-1,-1,-1,1
11,20,1,2,-1,-1,-1,1
11,73,2,2,-1,-1,-1,1
11,56,2,2,-1,-1,-1,1
11,50,1,2,-1,-1,-1,1
11,47,1,2,-1,-1,-1,1
11,41,2,2,-1,-1,-1,1
11,9,1,2,-1,-1,-1,1
11,3,1,2,-1,-1,-1,1
11,38,1,2,-1,-1,-1,1
11,23,2,1,3,-1,-1,1
11,23,2,1,3,-1,-1,1
11,25,2,1,3,-1,-1,1
11,31,2,2,-1,-1,-1,1
11,28,1,2,-1,-1,-1,1
11,36,2,2,-1,-1,-1,1
11,45,1,2,-1,-1,-1,1
11,68,1,1,3,-1,-1,1
11,62,2,2,-1,-1,-1,1
11,67,1,2,-1,-1,-1,1
11,35,1,2,-1,-1,-1,1
11,35,1,2,-1,-1,-1,1
11,39,1,2,-1,-1,-1,1
11,33,1,2,-1,-1,-1,1
11,34,2,2,-1,-1,-1,1
11,0,1,2,-1,-1,-1,1
11,40,1,2,-1,-1,-1,1
11,-1,-1,-1,-1,-1,-1,-1
11,23,2,2,-1,-1,-1,1
11,36,1,2,-1,-1,-1,1
11,38,2,2,-1,-1,-1,1
11,1,2,2,-1,-1,-1,1
11,34,1,2,-1,-1,-1,1
11,-1,-1,-1,-1,-1,-1,-1
11,44,2,-1,-1,-1,-1,-1
11,21,2,-1,-1,-1,-1,-1
11,16,1,-1,-1,-1,-1,-1
11,11,1,-1,-1,-1,-1,-1
11,63,1,2,3,-1,-1,1
11,85,1,2,-1,-1,-1,1
11,56,2,2,-1,-1,-1,1
11,24,2,1,3,-1,-1,1
11,24,2,1,3,-1,-1,1
11,22,1,2,-1,-1,-1,1
11,22,2,2,-1,-1,-1,1
11,39,1,2,-1,-1,-1,1
11,33,2,2,-1,-1,-1,1
11,28,2,-1,-1,-1,-1,-1
11,30,1,2,-1,-1,-1,1
11,28,2,2,-1,-1,-1,1
11,25,2,2,-1,-1,-1,1
11,30,1,2,-1,-1,-1,1
